RecordTypeId,mbfc__Person__c,mbfc__Completion_Date__c,mbfc__Start_Date__c,mbfc__Context__c,mbfc__Category__c,mbfc__Affiliation__c,Archdpdx_Migration_Id__c
012Dx0000003p5DIAQ,003Dx00000nKjOpIAK,,1999-06-12,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjopiak19990612faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjOqIAK,1900-01-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkjoqiak19000101faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKjOyIAK,,2022-08-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjoyiak20220801faculties(confessional)
012Dx0000003p5AIAQ,003Dx00000nKjP8IAK,1982-01-28,,001Dx00001HwFFbIAN,Ecclesial Affiliations,Excardinated,003dx00000nkjp8iak19820128excardinated
012Dx0000003p5DIAQ,003Dx00000nKjP8IAK,1982-01-28,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkjp8iak19820128faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKjPJIA0,,1988-07-20,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkjpjia019880720faculties
012Dx0000003p5DIAQ,003Dx00000nKjPQIA0,,2018-04-08,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjpqia020180408faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjPRIA0,,2016-05-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjpria020160501faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjPSIA0,,2004-05-29,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjpsia020040529faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjPVIA0,,2018-10-17,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjpvia020181017faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjXdIAK,,2012-11-03,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjxdiak20121103faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKjXdIAK,2009-10-31,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjxdiak20091031readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjXdIAK,2010-11-06,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjxdiak20101106acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjXdIAK,2011-10-29,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjxdiak20111029candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKjXgIAK,1900-01-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkjxgiak19000101faculties(withdrawn)
012Dx0000003p5AIAQ,003Dx00000nKjXoIAK,2003-12-15,,001Dx00001HwFH3IAN,Ecclesial Affiliations,Incardinated,003dx00000nkjxoiak20031215incardinated
012Dx0000003p5AIAQ,003Dx00000nKjXtIAK,2008-05-31,,001Dx00001HwFH8IAN,Ecclesial Affiliations,Incardinated,003dx00000nkjxtiak20080531incardinated
012Dx0000003p5DIAQ,003Dx00000nKjXtIAK,,2023-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjxtiak20230701faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjY2IAK,,2017-11-01,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjy2iak20171101faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKjY2IAK,2004-03-20,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjy2iak20040320candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKjYEIA0,,2009-11-01,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjyeia020091101faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKjYEIA0,2005-11-05,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjyeia020051105readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjYEIA0,2006-12-09,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjyeia020061209acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjYEIA0,2008-10-25,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjyeia020081025candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKjYNIA0,,2023-10-15,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjynia020231015faculties(confessional)
012Dx0000003p5AIAQ,003Dx00000nKjYNIA0,2007-11-25,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjynia020071125readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjYNIA0,2009-04-19,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjynia020090419acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKjYbIAK,,2010-06-05,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjybiak20100605faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjYeIAK,,2000-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjyeiak20000701faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjYyIAK,,2023-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjyyiak20230701faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjZ0IAK,,2002-10-15,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjz0iak20021015faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjZ2IAK,,2022-06-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjz2iak20220601faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjZ8IAK,,1976-06-05,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjz8iak19760605faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKjZ9IAK,2007-11-26,,001Dx00001HwFHDIA3,Ecclesial Affiliations,Incardinated,003dx00000nkjz9iak20071126incardinated
012Dx0000003p5DIAQ,003Dx00000nKimjIAC,,1979-10-05,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkimjiac19791005faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKimkIAC,,1997-07-12,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkimkiac19970712faculties(general)
